STITCH,Individual Side Effect,Side Effect Name
CID000657298,C0853018,blood thyroid stimulating hormone
CID000657298,C0015397,disorder of globe
CID000657298,C0341676,pyelectasia
CID000657298,C0155652,acute myocardial infarction
CID000657298,C2973529,Leukocytoclastic vasculitis
CID000657298,C0854113,mucosal dryness
CID000657298,C0040793,anuria
CID000657298,C0042143,uterine rupture
CID000657298,C0015929,foetal disorder
CID000657298,C0221239,Glomerulonephritis rapidly progressive
CID000657298,C0019372,herpes virus infection
CID000657298,C0019064,pericardial haemorrhage
CID000657298,C0877156,coronary artery thrombosis
CID000657298,C0162557,acute hepatic failure
CID000657298,C0567085,uterine pain
CID000657298,C0161768,iucd complication
CID000657298,C0151888,hyporeflexia
CID000657298,C1167665,band neutrophil percentage increased
CID000657298,C0859078,maternal drugs affecting foetus
CID000657298,C0027697,Nephritis
CID000657298,C0158619,congenital mitral valve incompetence
CID000657298,C0347621,haemothorax
CID000657298,C0854075,bence jones protein urine
CID000657298,C0041364,tumour lysis syndrome
CID000657298,C0265911,pulmonary artery stenosis
CID000657298,C0393761,middle insomnia
CID000657298,C0241729,weight fluctuation
CID000657298,C1388177,aortic arteriosclerosis
CID000657298,C0948478,oral polypectomy
CID000657298,C0151878,electrocardiogram qt prolonged
CID000657298,C1536093,dilatation atrial
CID000657298,C0852625,injection site erythema
CID000657298,C0948268,haemodynamic instability
CID000657298,C1320835,Body temperature increased
CID000657298,C1699504,drug dispensing error
CID000657298,C0855777,foetal haemoglobin decreased
CID000657298,C1141978,urogenital fistula
CID000657298,C0455990,hydrops foetalis
CID000657298,C0854716,conjunctival disorder
CID000657298,C0476369,echocardiogram abnormal
CID000657298,C0160390,hepatic trauma
CID000657298,C0235378,hepatotoxicity
CID000657298,C0006157,breech presentation
CID000657298,C1141938,ocular icterus
CID000657298,C0241237,dysstasia
CID000657298,C1096140,blood 25-hydroxycholecalciferol decreased
CID000657298,C0238874,antineutrophil cytoplasmic antibody positive
CID000657298,C0497209,conjunctivitis infective
CID000657298,C0010964,dandy-walker syndrome
CID000657298,C0043541,mucormycosis
CID000657298,C1168134,anti-thyroid antibody positive
CID000657298,C0241910,autoimmune hepatitis
CID000657298,C0013378,dysgeusia
CID000657298,C1869076,clostridial infection
CID000657298,C0854702,maternal use of illicit drugs
CID000657298,C0237322,skin turgor decreased
CID000657298,C0236045,tri-iodothyronine increased
CID000657298,C0162770,right ventricular hypertrophy
CID000657298,C2242544,congenital tricuspid valve incompetence
CID000657298,C0151815,mesenteric occlusion
CID000657298,C0221490,Dyspepsia
CID000060612,C0277896,central venous pressure increased
CID000060612,C0032961,Pregnancy
CID000060612,C0162119,Haemoglobin decreased
CID000060612,C0919672,multi-organ failure
CID000060612,C0392676,Hyperpyrexia
CID000060612,C0553686,brain herniation
CID000060612,C0235063,Respiratory depression
CID000060612,C3665386,Visual impairment
CID000060612,C0851043,lipids increased
CID000060612,C0151539,blood urea increased
CID000060612,C1536916,blood cholesterol decreased
CID000060612,C0340861,electromechanical dissociation
CID000060612,C0948339,monocyte percentage increased
CID000060612,C1869051,torsade de pointes
CID000060612,C0855644,blood uric acid decreased
CID000060612,C0853760,blood potassium increased
CID000060612,C1112390,cardiac procedure complication
CID000060612,C0340464,Extrasystoles
CID000060612,C0520870,cardiac index decreased
CID000060612,C0242231,coronary artery stenosis
CID000060612,C0424790,Chills
CID000060612,C1869045,aspartate aminotransferase abnormal
CID000060612,C0020903,illusion
CID000060612,C1869046,neuroleptic malignant syndrome
CID000060612,C0858635,pharyngolaryngeal pain
CID000060612,C0856880,Blood urea increased
CID000060612,C0235874,condition aggravated
CID000060612,C1141930,post procedural complication
CID000060612,C0085612,Ventricular arrhythmia
CID000060612,C1142062,total cholesterol/hdl ratio
CID000060612,C0853777,blood albumin decreased
CID000060612,C0026654,moyamoya disease
CID000060612,C2830004,Somnolence
CID000060612,C1167940,lymphocyte stimulation test positive
CID000060612,C0006110,brain death
CID000060612,C0013528,echolalia
CID000060612,C1112153,procedural complication
CID000060612,C0546817,fluid overload
CID000060612,C1328282,metamyelocyte percentage increased
CID000060612,C0151662,gamma-glutamyltransferase increased
CID000060612,C0235750,Hypertension
CID000060612,C0239981,hypoalbuminaemia
CID000060612,C0007166,cardiac output decreased
CID000060612,C0520600,cardio-respiratory arrest
CID000060612,C0853749,blood magnesium increased
CID000060612,C0853746,blood creatinine
CID000060612,C0546884,hypovolaemia
CID000060612,C0549448,haemoglobin increased
CID000060612,C0235222,Diastolic hypertension
CID000060612,C0852908,Drug ineffective
CID000060612,C0520886,electrocardiogram st segment elevation
CID000060612,C0004936,Mental disorder
CID000060612,C0555106,myelocyte present
CID000060612,C0855565,beta 2 microglobulin increased
CID000060612,C0242073,Pulmonary congestion
CID000060612,C0018794,Atrioventricular block
CID000060612,C1735340,extrasystoles
CID000060612,C0003132,anoxic encephalopathy
CID000060612,C0856812,haemolysis
CID000060612,C0151905,alanine aminotransferase increased
CID000060612,C1096117,off label use
CID000060612,C0859832,monoplegia
CID000060612,C0028961,oliguria
CID000060612,C3203358,Respiratory failure
CID000060612,C1142336,erythroblast count increased
CID000060612,C0038587,withdrawal syndrome
CID000060612,C0009450,Infection
CID000060612,C0039971,Thirst
CID000060612,C0042790,Visual impairment
CID000060612,C1140716,hypoxic encephalopathy
CID000060612,C0011946,dialysis
CID000060612,C0541782,Sinus arrest
CID000060612,C0001127,Respiratory acidosis
CID000060612,C0475746,light anaesthesia
CID000060612,C0221016,Red blood cell disorders
CID000060612,C0221155,Systolic hypertension
CID000060612,C0017178,Gastrointestinal disorder
CID000060612,C1704204,pedal pulse absent
CID000060612,C0007222,Cardiovascular disorder
CID000060612,C0021308,Infarction
CID000060612,C1536020,circumstance or information capable of leading to medication error
CID000060612,C0580413,prothrombin time
CID000060612,C0037822,Speech disorder
CID000060612,C1142256,cardiac perforation
CID000060612,C0151603,Generalised oedema
CID000060612,C0520888,electrocardiogram t wave inversion
CID000060612,C0860901,protein total decreased
CID000060612,C0549405,blood pressure fluctuation
CID000060612,C0267048,glossoptosis
CID000060612,C0877025,prothrombin time prolonged
CID000060612,C0151849,Blood alkaline phosphatase increased
CID000060612,C0700590,Hyperhidrosis
CID000060612,C1739109,mediastinitis
CID000150310,C0344315,depressed mood
CID000150310,C0339961,pneumonia fungal
CID000150310,C0341697,renal impairment
CID000150310,C0344709,right atrial dilatation
CID000150310,C0349336,emotional disorder
CID000150310,C1699018,device malfunction
CID000150310,C0341698,renal atrophy
CID000150310,C0235996,hepatic enzyme
CID000150310,C0042023,pollakiuria
CID000150310,C0847978,prostatomegaly
CID000150310,C0948185,lumbar spine flattening
CID000150310,C1610082,occult blood positive
CID000150310,C1167707,cerebellar haemangioma
CID000150310,C0302809,hepatitis fulminant
CID000150310,C0034088,pulmonary valve incompetence
CID000150310,C0424641,body height decreased
CID000150310,C0029633,histrionic personality disorder
CID000150310,C0919892,blood pressure inadequately controlled
CID000150310,C0007193,congestive cardiomyopathy
CID000150310,C0877211,general physical health deterioration
CID000150310,C0160237,subdural haemorrhage
CID000150310,C0337629,economic problem
CID000150310,C0549391,bladder discomfort
CID000150310,C0700361,emotional distress
CID000150310,C0153567,uterine cancer
CID000150310,C0520863,diastolic dysfunction
CID000150310,C0016385,cardiac flutter
CID000150310,C0850572,colon adenoma
CID000150310,C0520966,coordination abnormal
CID000150310,C1869041,blood urine present
CID000150310,C0264490,acute respiratory failure
CID000150310,C0936227,abnormal loss of weight
CID000150310,C0007587,cell death
CID000150310,C0277585,drug intolerance
CID000150310,C0264716,cardiac failure chronic
CID000150310,C1739109,mediastinitis
CID000150310,C0235431,blood creatinine increased
CID000150310,C0178417,anhedonia
CID000150310,C0150450,altered state of consciousness
CID000150310,C0919620,electrocardiogram st-t change
CID000150310,C0035273,resuscitation
CID000150310,C0159321,facial bones fracture
CID000150310,C0861113,chemotherapeutic drug level increased
CID000150310,C0861111,cardioactive drug level increased
CID000150310,C0155789,oesophageal varices haemorrhage
CID000150310,C0232409,hair growth abnormal
CID000150310,C0038941,postoperative wound infection
CID000150310,C0877145,drug level fluctuating
CID000150310,C0149854,cerebellar haemorrhage
CID000150310,C0344720,left atrial dilatation
CID000150310,C0919737,platelet aggregation inhibition
CID000150310,C0522336,eye rolling
CID000150310,C1532338,percutaneous coronary intervention
CID000150310,C0581912,sensation of heaviness
CID000150310,C1167981,hypoaesthesia
CID000150310,C1699504,drug dispensing error
CID000150310,C0339916,viral upper respiratory tract infection
CID000150310,C0158619,congenital mitral valve incompetence
CID000150310,C1262119,unevaluable event
CID000150310,C0919823,cytolytic hepatitis
CID000150310,C0009402,colorectal cancer
CID000150310,C0349782,ischaemic cardiomyopathy
CID000150310,C1608950,device dislocation
CID000150310,C0852836,hypophysectomy
CID000150310,C0151878,electrocardiogram qt prolonged
CID000150310,C0332579,lividity
CID000150310,C0178264,central nervous system inflammation
CID000150310,C0238902,carotidynia
CID000150310,C0242698,left ventricular dysfunction
CID000150310,C1735632,hepatic congestion
CID000150310,C1141877,anticonvulsant drug level increased
CID000150310,C1698473,wound infection bacterial
CID000150310,C0521232,arterial stent insertion
CID000150310,C0241166,skin tightness
CID000150310,C0008909,claustrophobia
CID000150310,C0857760,unemployment
CID000150310,C0340530,heart transplant
CID000150310,C0948376,electrocardiogram st-t segment abnormal
CID000150310,C0853237,hypothalamo-pituitary disorder
CID000150310,C0016397,localised infection
CID000150310,C1963873,cardioversion
CID000150310,C0856049,peripheral embolism
CID000150310,C0239940,glycosylated haemoglobin increased
CID000150310,C0235490,peripheral ischaemia
CID000150310,C0037431,social problem
CID000150310,C0239949,hepatojugular reflux
CID000150310,C0391996,hepatic atrophy
CID000150310,C1095952,surgery
CID000150310,C1272092,impaired fasting glucose
CID000150310,C0877025,prothrombin time prolonged
CID000150310,C0858701,skin hypertrophy
CID000150310,C0853034,blood creatine phosphokinase increased
CID000150310,C0521839,influenza like illness
CID000150310,C0699741,muscular dystrophy
CID000150310,C0854242,angiodysplasia
CID000150310,C0241148,skin plaque
CID000150310,C0919573,peroneal nerve palsy
CID000150310,C1096403,ejection fraction decreased
CID000150310,C0919672,multi-organ failure
CID000150310,C0160318,heart injury
CID000150310,C1112363,underdose
CID000150310,C1619718,partner stress
CID000150310,C0270934,polyneuropathy toxic
CID000150310,C0853965,exposure to toxic agent
CID000150310,C0153690,bone cancer metastatic
CID000150310,C0187830,leg amputation
CID000150310,C0856103,hepatic function abnormal
CID000150310,C0853760,blood potassium increased
CID000150310,C0020428,hyperaldosteronism
CID000150310,C1167958,jugular vein distension
CID000150310,C0235409,increased insulin requirement
CID000150310,C0730345,microalbuminuria
CID000150310,C0856223,mental disorder
CID000150310,C1096532,vascular pseudoaneurysm
CID000150310,C0235874,condition aggravated
CID000150310,C1262141,poor quality sleep
CID000150310,C0034642,crackles lung
CID000150310,C0853649,full blood count decreased
CID000150310,C0546817,fluid overload
CID000150310,C0740281,multiple allergies
CID000150310,C0740321,catheterisation cardiac
CID000150310,C0205204,scab
CID000150310,C0853018,blood thyroid stimulating hormone
CID000150310,C0006285,bronchopneumonia
CID000150310,C0085298,sudden cardiac death
CID000150310,C1695691,wound infection
CID000150310,C0546884,hypovolaemia
CID000150310,C0549201,asteatosis
CID000150310,C0438173,electrocardiogram qrs complex abnormal
CID000150310,C0877558,upper respiratory tract inflammation
CID000150310,C0876998,intracardiac thrombus
CID000150310,C0019065,peritoneal effusion
CID000150310,C0162557,acute hepatic failure
CID000150310,C0948548,drug withdrawal maintenance therapy
CID000150310,C0579121,diabetes mellitus inadequate control
CID000150310,C0151763,hepatocellular injury
CID000150310,C0034040,postpartum disorder
CID000150310,C0026771,multiple injuries
CID000150310,C0037384,snoring
CID000150310,C0342971,hernia repair
CID000150310,C0947881,lung infection
CID000150310,C0233632,thinking abnormal
CID000150310,C0342406,pituitary haemorrhage
CID000150310,C0151563,coagulation time prolonged
CID000150310,C0854479,device failure
CID000150310,C0264984,arterial thrombosis limb
CID000150310,C0015459,face injury
CID000150310,C0472686,continuous haemodiafiltration
CID000150310,C0877038,electrocardiogram poor r-wave progression
CID000150310,C0853122,blood corticotrophin
CID000150310,C1095988,brain natriuretic peptide increased
CID000150310,C0853828,post inflammatory pigmentation change
CID000150310,C0333106,bleeding varicose vein
